Rok produkcji,Przebieg,Pojemność silnika,Rodzaj paliwa,Cena
2018,10 km,2 968 cm3,Diesel,294 745 PLN 
2011,211 000 km,2 000 cm3,Diesel,67 777 PLN 
2008,216 000 km,3 000 cm3,Diesel,39 900 PLN 
2012,264 000 km,2 000 cm3,Diesel,57 500 PLN 
2005,299 000 km,3 000 cm3,Diesel,23 900 PLN 
2005,300 000 km,Diesel,24 500 PLN ,
2006,304 500 km,2 700 cm3,Diesel,240 000 PLN 
2018,12 971 km,3 000 cm3,Benzyna,359 900 PLN 
2008,278 000 km,3 200 cm3,Benzyna,24 900 PLN 
2012,200 000 km,1 968 cm3,Diesel,65 900 PLN 
2008,260 000 km,2 998 cm3,Diesel,23 000 PLN 
2005,325 000 km,4 200 cm3,Benzyna+LPG,33 400 PLN 
2009,180 000 km,2 000 cm3,Diesel,11 500 PLN 
2014,177 586 km,3 000 cm3,Diesel,97 900 PLN 
2008,251 000 km,3 000 cm3,Diesel,29 900 PLN 
2006,288 950 km,3 000 cm3,Diesel,26 999 PLN 
2008,336 748 km,3 000 cm3,Diesel,24 600 PLN 
2019,1 km,1 968 cm3,Diesel,238 858 PLN 
2017,47 100 km,2 000 cm3,Diesel,154 900 PLN 
2018,22 749 km,2 000 cm3,Diesel,179 900 PLN 
2003,139 857 km,2 393 cm3,Benzyna,13 400 PLN 
2015,142 994 km,1 968 cm3,Diesel,107 900 PLN 
2018,21 654 km,2 000 cm3,Diesel,169 900 PLN 
2017,47 635 km,2 000 cm3,Diesel,149 900 PLN 
2002,225 000 km,3 000 cm3,Benzyna,14 800 PLN 
2005,267 000 km,2 999 cm3,Diesel,26 000 PLN 
2019,5 km,1 968 cm3,Diesel,288 845 PLN 
2001,223 000 km,2 400 cm3,Benzyna+LPG,9 999 PLN 
2011,179 000 km,1 984 cm3,Benzyna,44 500 PLN 
2004,293 000 km,1 968 cm3,Diesel,21 000 PLN 
2014,147 000 km,2 000 cm3,Benzyna,79 700 PLN 
2014,75 200 km,2 000 cm3,Benzyna,78 500 PLN 
2009,225 560 km,2 700 cm3,Diesel,37 500 PLN 
2006,360 000 km,Diesel,23 999 PLN ,
2012,121 000 km,2 000 cm3,Diesel,39 800 PLN 
2013,267 000 km,3 000 cm3,Diesel,56 500 PLN 
2004,366 000 km,2 496 cm3,Diesel,8 500 PLN 
2019,5 km,1 968 cm3,Diesel,276 500 PLN 
2013,152 873 km,1 968 cm3,Diesel,99 000 PLN 
2016,161 956 km,1 968 cm3,Diesel,98 900 PLN 
2014,262 000 km,2 000 cm3,Diesel,56 900 PLN 
2005,257 000 km,2 400 cm3,Benzyna+LPG,27 000 PLN 
2001,201 000 km,2 395 cm3,Benzyna,8 900 PLN 
2004,283 300 km,2 500 cm3,Diesel,6 900 PLN 
2012,240 000 km,1 968 cm3,Diesel,48 700 PLN 
2003,276 000 km,2 500 cm3,Diesel,10 999 PLN 
2004,261 000 km,3 000 cm3,Diesel,19 900 PLN 
2017,28 000 km,1 968 cm3,Diesel,139 900 PLN 
2019,1 984 cm3,Benzyna,271 100 PLN ,
2004,299 573 km,1 800 cm3,Benzyna,15 800 PLN 
2014,40 632 km,1 968 cm3,Diesel,87 900 PLN 
2004,212 000 km,Diesel,11 900 PLN ,
2016,37 000 km,1 968 cm3,Diesel,138 900 PLN 
2009,230 000 km,2 000 cm3,Diesel,34 300 PLN 
2019,12 km,2 000 cm3,Diesel,223 500 PLN 
2015,86 737 km,1 968 cm3,Diesel,139 900 PLN 
2006,157 000 km,2 400 cm3,Benzyna,33 900 PLN 
2004,325 000 km,1 896 cm3,Diesel,11 800 PLN 
2013,104 912 km,1 968 cm3,Diesel,75 000 PLN 
2016,45 000 km,2 000 cm3,Benzyna,109 900 PLN 
2018,4 km,1 984 cm3,Diesel,215 834 PLN 
2016,62 000 km,3 000 cm3,Diesel,155 900 PLN 
2016,50 899 km,1 968 cm3,Diesel,132 499 PLN 
1997,256 000 km,1 800 cm3,Benzyna,7 999 PLN 
2016,189 000 km,1 968 cm3,Diesel,89 900 PLN 
1999,207 300 km,2 400 cm3,Benzyna+LPG,8 800 PLN 
2012,230 000 km,1 950 cm3,Diesel,67 000 PLN 
2016,85 000 km,2 000 cm3,Diesel,109 499 PLN 
2008,286 000 km,2 773 cm3,Benzyna,22 000 PLN 
2004,143 000 km,Benzyna,22 900 PLN ,
2017,139 000 km,1 968 cm3,Diesel,109 900 PLN 
2005,251 619 km,2 000 cm3,Diesel,16 000 PLN 
2019,1 km,1 968 cm3,Diesel,253 085 PLN 
2019,1 km,1 984 cm3,Benzyna,246 730 PLN 
2018,1 km,2 967 cm3,Diesel,344 243 PLN 
1998,370 000 km,1 896 cm3,Diesel,7 900 PLN 
2009,250 000 km,2 000 cm3,Diesel,31 000 PLN 
2013,174 036 km,1 968 cm3,Diesel,69 777 PLN 
2016,95 000 km,2 000 cm3,Diesel,95 000 PLN 
2008,215 000 km,2 967 cm3,Diesel,32 500 PLN 
2012,146 200 km,1 968 cm3,Diesel,59 900 PLN 
2003,311 000 km,1 900 cm3,Diesel,6 800 PLN 
2018,Diesel,219 604 PLN ,,
2008,260 050 km,4 163 cm3,Benzyna,59 900 PLN 
2005,271 000 km,2 698 cm3,Diesel,22 900 PLN 
2004,521 430 km,1 900 cm3,Diesel,9 999 PLN 
2008,284 539 km,2 967 cm3,Diesel,33 900 PLN 
2011,214 000 km,1 968 cm3,Diesel,59 700 PLN 
2009,226 000 km,1 968 cm3,Diesel,35 900 PLN 
2013,146 820 km,2 000 cm3,Diesel,66 912 PLN 
2005,205 000 km,3 200 cm3,Benzyna,18 500 PLN 
2007,224 500 km,1 989 cm3,Diesel,20 900 PLN 
2002,241 000 km,1 984 cm3,Benzyna,9 999 PLN 
2011,305 000 km,Diesel,63 000 PLN ,
2008,280 000 km,2 700 cm3,Diesel,23 800 PLN 
2017,11 km,1 984 cm3,Benzyna,196 800 PLN 
2012,96 000 km,1 968 cm3,Diesel,79 900 PLN 
2005,239 000 km,2 500 cm3,Diesel,9 900 PLN 
2005,214 000 km,3 200 cm3,Benzyna,19 900 PLN 
2005,249 000 km,2 393 cm3,Benzyna,22 500 PLN 
2017,68 000 km,2 967 cm3,Diesel,86 000 PLN 
2009,239 000 km,2 000 cm3,Diesel,36 850 PLN 
2011,170 030 km,1 968 cm3,Diesel,54 900 PLN 
2015,37 500 km,3 000 cm3,Benzyna,159 900 PLN 
2013,167 000 km,2 780 cm3,Benzyna,74 900 PLN 
2015,105 000 km,2 967 cm3,Diesel,139 000 PLN 
2002,410 728 km,2 500 cm3,Diesel,3 000 PLN 
2003,185 685 km,1 900 cm3,Diesel,3 400 PLN 
2013,198 000 km,2 000 cm3,Diesel,69 500 PLN 
2019,5 km,1 968 cm3,Diesel,163 500 PLN 
2005,213 000 km,2 400 cm3,Benzyna,26 900 PLN 
2011,191 000 km,3 000 cm3,Diesel,54 900 PLN 
2011,118 200 km,2 997 cm3,Diesel,79 900 PLN 
1998,229 000 km,2 400 cm3,Benzyna+LPG,9 600 PLN 
2007,175 000 km,2 000 cm3,Benzyna,28 900 PLN 
2011,133 241 km,1 968 cm3,Diesel,58 900 PLN 
2004,272 000 km,2 998 cm3,Diesel,21 999 PLN 
2016,155 000 km,2 967 cm3,Diesel,179 999 PLN 
2017,53 000 km,1 998 cm3,Diesel,149 900 PLN 
2009,267 000 km,2 773 cm3,Benzyna,28 500 PLN 
2010,229 000 km,2 698 cm3,Diesel,38 900 PLN 
2010,330 000 km,2 700 cm3,Diesel,33 500 PLN 
2005,178 000 km,2 400 cm3,Benzyna,23 600 PLN 
2003,175 693 km,2 398 cm3,Benzyna,13 900 PLN 
2014,167 000 km,2 997 cm3,Diesel,78 000 PLN 
2017,26 000 km,1 968 cm3,Diesel,179 900 PLN 
2012,96 000 km,2 000 cm3,Benzyna,79 000 PLN 
2014,169 284 km,1 984 cm3,Benzyna,76 900 PLN 
2015,34 000 km,3 000 cm3,Diesel,161 000 PLN 
2014,235 000 km,1 996 cm3,Diesel,68 000 PLN 
2004,208 000 km,2 393 cm3,Benzyna,27 900 PLN 
2011,238 000 km,1 995 cm3,Diesel,71 900 PLN 
2001,305 000 km,2 393 cm3,Benzyna,11 900 PLN 
2012,257 000 km,2 993 cm3,Diesel,79 900 PLN 
2019,10 km,2 000 cm3,Diesel,263 749 PLN 
2009,227 000 km,2 699 cm3,Diesel,33 900 PLN 
2009,165 000 km,2 800 cm3,Benzyna,39 900 PLN 
2011,249 000 km,1 999 cm3,Diesel,56 900 PLN 
2018,27 455 km,1 968 cm3,Diesel,164 700 PLN 
2012,169 165 km,1 968 cm3,Diesel,63 900 PLN 
2005,138 000 km,2 998 cm3,Diesel,25 299 PLN 
1998,171 000 km,1 800 cm3,Benzyna+LPG,13 500 PLN 
2007,260 000 km,2 700 cm3,Diesel,26 500 PLN 
2005,246 000 km,3 000 cm3,Diesel,27 900 PLN 
2008,237 459 km,1 984 cm3,Benzyna,28 999 PLN 
2018,17 000 km,1 968 cm3,Diesel,158 900 PLN 
2015,164 000 km,3 000 cm3,Diesel,153 000 PLN 
2006,31 000 km,2 700 cm3,Diesel,26 400 PLN 
2006,193 177 km,3 123 cm3,Benzyna,30 500 PLN 
2006,230 000 km,3 000 cm3,Diesel,32 986 PLN 
2000,330 000 km,2 500 cm3,Diesel,3 700 PLN 
2019,10 km,1 984 cm3,Benzyna,296 000 PLN 
2001,247 000 km,2 500 cm3,Diesel,8 900 PLN 
2006,316 000 km,1 998 cm3,Diesel,22 800 PLN 
2016,143 897 km,2 000 cm3,Diesel,104 900 PLN 
2016,82 000 km,3 000 cm3,Diesel,189 900 PLN 
2006,298 000 km,2 700 cm3,Diesel,21 900 PLN 
2004,242 500 km,3 200 cm3,Benzyna,19 400 PLN 
2015,174 000 km,2 000 cm3,Diesel,91 950 PLN 
2007,249 000 km,2 700 cm3,Diesel,28 500 PLN 
1998,319 000 km,1 896 cm3,Diesel,5 990 PLN 
2006,255 800 km,Diesel,23 900 PLN ,
2008,141 985 km,2 698 cm3,Diesel,12 900 PLN 
2011,203 625 km,2 000 cm3,Diesel,46 900 PLN 
2013,163 000 km,1 968 cm3,Diesel,57 999 PLN 
2015,143 583 km,2 967 cm3,Diesel,134 900 PLN 
2015,117 045 km,2 967 cm3,Diesel,139 990 PLN 
2006,181 600 km,4 200 cm3,Benzyna,30 750 PLN 
2015,50 000 km,3 000 cm3,Diesel,145 140 PLN 
2004,200 000 km,3 000 cm3,Diesel,18 500 PLN 
2015,43 000 km,2 000 cm3,Diesel,129 800 PLN 
2013,250 000 km,3 000 cm3,Diesel,59 900 PLN 
2012,231 000 km,3 000 cm3,Diesel,50 500 PLN 
2018,5 km,1 968 cm3,Diesel,236 151 PLN 
2018,5 km,2 000 cm3,Diesel,252 393 PLN 
2018,5 km,2 000 cm3,Diesel,268 322 PLN 
2019,5 km,1 968 cm3,Diesel,287 812 PLN 
2019,5 km,1 984 cm3,Benzyna,290 264 PLN 
2019,5 km,1 984 cm3,Benzyna,305 721 PLN 
2016,170 801 km,2 000 cm3,Diesel,97 900 PLN 
2004,320 000 km,1 896 cm3,Diesel,14 900 PLN 
2007,286 000 km,2 000 cm3,Diesel,23 200 PLN 
2005,264 000 km,3 000 cm3,Diesel,23 500 PLN 
2007,278 000 km,3 000 cm3,Diesel,23 000 PLN 
2009,213 020 km,2 700 cm3,Diesel,37 400 PLN 
1999,205 000 km,1 600 cm3,Benzyna,6 999 PLN 
2005,256 000 km,3 000 cm3,Diesel,22 800 PLN 
2001,224 000 km,2 500 cm3,Diesel,10 550 PLN 
2007,365 000 km,2 967 cm3,Diesel,24 500 PLN 
2010,178 000 km,2 000 cm3,Diesel,25 000 PLN 
2006,219 251 km,1 968 cm3,Diesel,26 000 PLN 
2002,212 415 km,1 900 cm3,Diesel,14 900 PLN 
2012,228 000 km,2 773 cm3,Benzyna,84 000 PLN 
2007,210 000 km,2 773 cm3,Benzyna,10 900 PLN 
2014,1 000 km,3 000 cm3,Benzyna,131 500 PLN 
2007,218 000 km,3 200 cm3,Benzyna,30 400 PLN 
1998,246 000 km,1 800 cm3,Benzyna,8 900 PLN 
2006,245 000 km,3 200 cm3,Benzyna,28 400 PLN 
2005,260 000 km,2 400 cm3,Benzyna,27 400 PLN 
2016,179 000 km,2 000 cm3,Diesel,108 999 PLN 
2019,10 km,2 000 cm3,Benzyna,314 609 PLN 
2006,174 652 km,3 000 cm3,Diesel,22 900 PLN 
2015,134 000 km,1 998 cm3,Diesel,72 700 PLN 
2004,280 000 km,2 000 cm3,Benzyna+LPG,12 900 PLN 
2008,245 000 km,2 998 cm3,Diesel,34 200 PLN 
2006,280 176 km,2 698 cm3,Diesel,14 700 PLN 
2013,135 000 km,1 968 cm3,Diesel,97 170 PLN 
2018,7 km,1 984 cm3,Diesel,195 922 PLN 
2005,221 144 km,3 123 cm3,Benzyna,15 900 PLN 
2003,342 000 km,1 896 cm3,Diesel,18 500 PLN 
2005,245 500 km,2 400 cm3,Benzyna,23 300 PLN 
2003,224 800 km,1 900 cm3,Diesel,13 800 PLN 
2014,170 163 km,2 000 cm3,Diesel,69 900 PLN 
2018,5 km,1 968 cm3,Diesel,240 300 PLN 
2016,155 325 km,2 000 cm3,Diesel,103 900 PLN 
2009,154 900 km,3 000 cm3,Benzyna,54 900 PLN 
2015,61 327 km,1 997 cm3,Benzyna,59 900 PLN 
2013,141 000 km,2 000 cm3,Diesel,76 900 PLN 
2004,226 000 km,2 394 cm3,Benzyna+LPG,14 900 PLN 
2015,147 000 km,2 000 cm3,Diesel,99 900 PLN 
2014,119 400 km,1 968 cm3,Diesel,86 900 PLN 
2016,173 254 km,1 986 cm3,Diesel,114 444 PLN 
2006,307 300 km,2 700 cm3,Diesel,25 900 PLN 
2013,112 938 km,2 967 cm3,Diesel,105 000 PLN 
1995,124 700 km,1 984 cm3,Benzyna,11 900 PLN 
2005,230 000 km,2 000 cm3,Diesel,16 300 PLN 
1998,250 000 km,1 800 cm3,Benzyna,2 999 PLN 
2014,202 000 km,2 000 cm3,Diesel,66 900 PLN 
2008,290 000 km,3 000 cm3,Diesel,36 000 PLN 
1999,260 000 km,4 200 cm3,Benzyna,9 800 PLN 
2011,213 000 km,1 968 cm3,Diesel,54 900 PLN 
2004,242 698 km,1 900 cm3,Diesel,18 700 PLN 
2016,176 364 km,1 968 cm3,Diesel,89 999 PLN 
2016,141 387 km,1 986 cm3,Diesel,106 666 PLN 
2006,355 000 km,2 400 cm3,Benzyna,17 900 PLN 
2008,241 000 km,3 000 cm3,Diesel,30 000 PLN 
2005,312 500 km,2 967 cm3,Diesel,29 500 PLN 
2002,188 000 km,2 393 cm3,Benzyna,8 999 PLN 
2007,244 000 km,3 000 cm3,Diesel,28 900 PLN 
2011,216 000 km,2 000 cm3,Diesel,52 900 PLN 
2003,182 000 km,1 800 cm3,Benzyna,14 900 PLN 
2016,136 352 km,1 968 cm3,Diesel,128 000 PLN 
2017,95 037 km,1 968 cm3,Diesel,148 000 PLN 
2016,126 929 km,1 968 cm3,Diesel,127 000 PLN 
2016,132 337 km,1 968 cm3,Diesel,141 000 PLN 
2016,131 485 km,2 967 cm3,Diesel,195 000 PLN 
2015,150 000 km,1 968 cm3,Diesel,124 000 PLN 
2006,275 000 km,3 000 cm3,Diesel,26 999 PLN 
2010,194 681 km,1 968 cm3,Diesel,44 900 PLN 
2006,210 000 km,3 123 cm3,Benzyna,27 000 PLN 
2005,236 200 km,3 000 cm3,Diesel,19 900 PLN 
2007,236 000 km,3 000 cm3,Diesel,29 900 PLN 
2008,256 500 km,2 700 cm3,Diesel,26 750 PLN 
2014,176 000 km,Diesel,69 850 PLN ,
2007,268 000 km,1 968 cm3,Diesel,23 400 PLN 
2017,22 457 km,1 798 cm3,Benzyna,145 900 PLN 
2009,278 652 km,2 700 cm3,Diesel,35 700 PLN 
2008,277 500 km,3 000 cm3,Diesel,26 400 PLN 
2002,210 000 km,2 400 cm3,Benzyna,13 900 PLN 
2013,185 000 km,1 968 cm3,Diesel,59 800 PLN 
2000,247 000 km,1 800 cm3,Benzyna,10 600 PLN 
2009,285 000 km,2 000 cm3,Diesel,37 900 PLN 
2012,131 000 km,2 967 cm3,Diesel,82 900 PLN 
2004,202 000 km,3 200 cm3,Benzyna,26 500 PLN 
2001,196 000 km,2 489 cm3,Diesel,8 999 PLN 
2008,189 400 km,1 998 cm3,Diesel,19 999 PLN 
2014,219 874 km,1 968 cm3,Diesel,83 500 PLN 
2012,440 000 km,3 000 cm3,Diesel,48 900 PLN 
2001,309 000 km,2 400 cm3,Benzyna+LPG,10 900 PLN 
2004,258 000 km,2 967 cm3,Diesel,23 900 PLN 
2002,251 000 km,Benzyna,10 800 PLN ,
2005,280 000 km,Diesel,24 500 PLN ,
2011,280 468 km,2 995 cm3,Benzyna,28 400 PLN 
2004,258 250 km,2 400 cm3,Benzyna,25 700 PLN 
2007,334 000 km,2 700 cm3,Diesel,20 000 PLN 
2009,359 700 km,2 967 cm3,Diesel,54 900 PLN 
2005,193 390 km,2 400 cm3,Benzyna,29 900 PLN 
2006,227 000 km,1 968 cm3,Diesel,25 900 PLN 
2015,71 000 km,1 968 cm3,Diesel,92 900 PLN 
2003,273 000 km,Diesel,10 000 PLN ,
2011,141 000 km,3 000 cm3,Diesel,72 900 PLN 
2004,289 000 km,2 500 cm3,Diesel,6 300 PLN 
2008,301 000 km,2 967 cm3,Diesel,9 000 EUR 
1997,273 188 km,2 771 cm3,Benzyna,10 800 PLN 
2002,185 000 km,2 400 cm3,Benzyna,12 900 PLN 
2005,205 000 km,2 386 cm3,Benzyna,27 900 PLN 
2012,264 500 km,3 000 cm3,Diesel,79 900 PLN 
2005,201 700 km,3 000 cm3,Diesel,18 700 PLN 
1998,330 000 km,Benzyna+LPG,4 490 PLN ,
2003,221 350 km,1 900 cm3,Diesel,14 800 PLN 
1997,214 000 km,2 400 cm3,Benzyna,8 900 PLN 
1998,246 000 km,2 800 cm3,Benzyna+LPG,5 900 PLN 
2007,29 000 km,2 000 cm3,Diesel,24 900 PLN 
1999,257 000 km,2 400 cm3,Benzyna,9 900 PLN 
2007,197 500 km,2 698 cm3,Diesel,18 999 PLN 
2004,239 000 km,2 400 cm3,Benzyna,24 900 PLN 
2002,245 000 km,2 976 cm3,Benzyna,11 399 PLN 
1997,341 000 km,Benzyna,4 400 PLN ,
2009,241 364 km,2 000 cm3,Diesel,33 950 PLN 
2007,316 000 km,2 967 cm3,Diesel,18 000 PLN 
2016,49 950 km,2 967 cm3,Diesel,239 900 PLN 
2013,136 500 km,1 984 cm3,Hybryda,75 000 PLN 
2009,203 677 km,2 000 cm3,Benzyna,34 500 PLN 
2010,226 000 km,1 968 cm3,Diesel,40 500 PLN 
2018,12 000 km,3 000 cm3,Benzyna,388 999 PLN 
2000,230 000 km,1 800 cm3,Benzyna+LPG,9 500 PLN 
2005,294 000 km,2 400 cm3,Benzyna,21 000 PLN 
2010,202 000 km,Diesel,18 500 PLN ,
2008,274 000 km,2 700 cm3,Diesel,28 000 PLN 
2006,212 410 km,3 000 cm3,Diesel,30 999 PLN 
2008,125 000 km,2 773 cm3,Benzyna,17 500 PLN 
2002,373 368 km,2 496 cm3,Diesel,6 800 PLN 
1999,246 000 km,2 496 cm3,Diesel,7 490 PLN 
2003,308 000 km,4 200 cm3,Benzyna+LPG,20 900 PLN 
2015,147 000 km,1 968 cm3,Diesel,99 900 PLN 
2014,167 947 km,1 968 cm3,Diesel,84 900 PLN 
2009,179 045 km,1 986 cm3,Diesel,47 900 PLN 
2003,249 000 km,2 976 cm3,Benzyna,14 000 PLN 
2013,208 000 km,2 993 cm3,Diesel,89 900 PLN 
2011,151 000 km,2 700 cm3,Diesel,43 800 PLN 
2007,280 251 km,2 400 cm3,Benzyna,25 999 PLN 
2006,243 000 km,2 700 cm3,Diesel,23 900 PLN 
2010,205 000 km,3 000 cm3,Diesel,49 900 PLN 
2015,124 000 km,2 000 cm3,Benzyna,129 999 PLN 
2000,190 000 km,2 800 cm3,Benzyna,13 950 PLN 
2011,229 000 km,2 000 cm3,Benzyna,43 900 PLN 
2010,140 000 km,2 000 cm3,Diesel,44 900 PLN 
2003,393 300 km,2 496 cm3,Diesel,7 300 PLN 
2007,217 000 km,2 967 cm3,Diesel,27 700 PLN 
2000,340 000 km,2 500 cm3,Diesel,8 000 PLN 
2005,303 784 km,2 967 cm3,Diesel,17 700 PLN 
2012,196 000 km,2 967 cm3,Diesel,89 000 PLN 
2016,148 000 km,2 000 cm3,Diesel,79 900 PLN 
2001,200 000 km,2 671 cm3,Benzyna,5 900 PLN 
2011,139 000 km,1 968 cm3,Diesel,54 900 PLN 
2015,170 221 km,2 000 cm3,Diesel,71 700 PLN 
2015,68 000 km,1 968 cm3,Diesel,135 900 PLN 
2018,5 km,Diesel,364 979 PLN ,
2004,188 500 km,1 896 cm3,Diesel,8 999 PLN 
2016,126 034 km,3 000 cm3,Diesel,169 900 PLN 
2014,216 000 km,1 997 cm3,Diesel,69 000 PLN 
2002,400 000 km,2 500 cm3,Diesel,6 750 PLN 
2007,298 000 km,3 000 cm3,Diesel,28 900 PLN 
2012,122 000 km,2 000 cm3,Diesel,96 666 PLN 
2012,165 000 km,2 996 cm3,Benzyna,82 000 PLN 
2005,250 000 km,2 967 cm3,Diesel,27 900 PLN 
2018,10 km,2 967 cm3,Diesel,315 259 PLN 
2018,5 km,2 967 cm3,Diesel,305 165 PLN 
2007,259 000 km,1 968 cm3,Diesel,27 000 PLN 
2010,212 000 km,2 700 cm3,Diesel,37 700 PLN 
2003,184 282 km,2 000 cm3,Benzyna,11 000 PLN 
2014,130 824 km,1 995 cm3,Benzyna,51 900 PLN 
2015,108 000 km,2 975 cm3,Diesel,116 000 PLN 
2007,181 000 km,2 000 cm3,Diesel,29 300 PLN 
2005,254 200 km,2 967 cm3,Diesel,27 400 PLN 
2002,402 500 km,Diesel,10 900 PLN ,
2015,168 000 km,2 000 cm3,Diesel,102 000 PLN 
2015,189 000 km,2 000 cm3,Diesel,82 999 PLN 
1999,200 000 km,1 800 cm3,Benzyna,5 700 PLN 
2015,42 000 km,2 000 cm3,Benzyna,64 000 PLN 
2005,360 000 km,Diesel,21 000 PLN ,
2006,266 000 km,2 700 cm3,Diesel,21 900 PLN 
2019,10 km,1 968 cm3,Diesel,225 180 PLN 
2000,314 330 km,2 393 cm3,Benzyna,8 900 PLN 
2004,450 000 km,3 000 cm3,Diesel,15 000 PLN 
2004,334 000 km,Diesel,11 900 PLN ,
2019,10 km,1 968 cm3,Diesel,362 720 PLN 
2010,198 765 km,2 000 cm3,Diesel,39 600 PLN 
2005,253 983 km,2 393 cm3,Benzyna,19 900 PLN 
2005,299 426 km,2 967 cm3,Diesel,23 900 PLN 
2005,250 000 km,2 393 cm3,Benzyna,21 900 PLN 
2006,227 889 km,2 969 cm3,Diesel,9 500 PLN 
2012,200 000 km,3 000 cm3,Diesel,72 900 PLN 
2015,76 500 km,1 999 cm3,Diesel,120 000 PLN 
2008,169 208 km,2 000 cm3,Diesel,24 900 PLN 
2007,249 000 km,2 967 cm3,Diesel,28 499 PLN 
2012,124 000 km,3 000 cm3,Diesel,86 500 PLN 
2018,8 km,1 968 cm3,Diesel,189 900 PLN 
2008,198 754 km,3 123 cm3,Benzyna,29 000 PLN 
2010,214 007 km,1 968 cm3,Diesel,37 800 PLN 
2005,225 000 km,1 968 cm3,Diesel,20 900 PLN 
2001,334 000 km,1 896 cm3,Diesel,8 900 PLN 
2016,9 000 km,1 984 cm3,Benzyna,109 000 PLN 
2018,10 km,2 967 cm3,Diesel,327 923 PLN 
2012,319 000 km,1 968 cm3,Diesel,48 900 PLN 
2018,10 km,2 968 cm3,Diesel,335 063 PLN 
2003,228 000 km,2 500 cm3,Diesel,12 400 PLN 
2018,10 km,2 967 cm3,Diesel,316 469 PLN 
2005,230 000 km,2 400 cm3,Benzyna,25 800 PLN 
2006,237 846 km,2 700 cm3,Diesel,22 900 PLN 
2009,224 000 km,1 968 cm3,Diesel,35 900 PLN 
2014,162 126 km,1 998 cm3,Diesel,81 800 PLN 
2014,65 519 km,2 989 cm3,Benzyna,122 999 PLN 
2009,304 000 km,2 000 cm3,Diesel,32 500 PLN 
2006,385 000 km,2 000 cm3,Diesel,23 900 PLN 
2019,10 km,1 984 cm3,Benzyna,376 920 PLN 
2012,193 000 km,2 000 cm3,Diesel,65 000 PLN 
2005,226 214 km,2 500 cm3,Diesel,11 900 PLN 
2019,10 km,1 984 cm3,Benzyna,376 920 PLN 
2013,97 000 km,2 000 cm3,Diesel,77 400 PLN 
2016,149 000 km,3 000 cm3,Diesel,147 900 PLN 
2017,33 000 km,2 000 cm3,Diesel,146 370 PLN 
2015,95 000 km,3 000 cm3,Diesel,148 900 PLN 
2012,92 000 km,2 998 cm3,Diesel,120 000 PLN 
2014,147 000 km,2 967 cm3,Diesel,149 900 PLN 
2010,100 000 km,2 700 cm3,Diesel,3 300 PLN 
2006,153 000 km,2 998 cm3,Diesel,23 900 PLN 
2006,209 000 km,2 967 cm3,Diesel,26 900 PLN 
2014,125 554 km,3 000 cm3,Diesel,118 199 PLN 
2009,243 900 km,2 000 cm3,Diesel,32 999 PLN 
2006,291 000 km,4 200 cm3,Benzyna+LPG,44 000 PLN 
2010,225 000 km,1 998 cm3,Diesel,39 500 PLN 
2008,180 000 km,3 200 cm3,Benzyna,29 900 PLN 
2003,125 632 km,1 900 cm3,Diesel,3 599 PLN 
2017,46 960 km,1 968 cm3,Diesel,117 300 PLN 
2005,284 000 km,3 000 cm3,Diesel,26 600 PLN 
2018,15 km,1 968 cm3,Diesel,225 000 PLN 
2019,10 km,1 984 cm3,Benzyna,350 850 PLN 
2004,327 654 km,2 998 cm3,Diesel,16 999 PLN 
2009,227 000 km,1 986 cm3,Diesel,38 500 PLN 
2007,220 000 km,3 000 cm3,Diesel,28 782 PLN 
2011,125 307 km,2 967 cm3,Diesel,73 500 PLN 
2010,89 202 km,3 000 cm3,Diesel,31 000 PLN 
2001,259 000 km,2 500 cm3,Diesel,4 900 PLN 
2007,212 000 km,2 000 cm3,Diesel,24 900 PLN 
2005,273 200 km,Diesel,25 000 PLN ,
2005,241 000 km,2 400 cm3,Benzyna+LPG,28 500 PLN 
2015,123 000 km,1 996 cm3,Diesel,149 500 PLN 
2000,352 000 km,2 496 cm3,Diesel,7 900 PLN 
2005,198 000 km,3 200 cm3,Benzyna,27 000 PLN 
2014,159 000 km,2 000 cm3,Diesel,85 900 PLN 
2018,17 800 km,2 967 cm3,Diesel,295 000 PLN 
2014,179 000 km,2 000 cm3,Diesel,69 900 PLN 
2015,100 000 km,2 000 cm3,Diesel,135 000 PLN 
2014,160 000 km,2 000 cm3,Diesel,89 900 PLN 
2006,362 000 km,2 700 cm3,Diesel,21 000 PLN 
2015,134 000 km,3 000 cm3,Diesel,138 900 PLN 
2015,115 000 km,1 968 cm3,Diesel,116 900 PLN 
2014,175 000 km,2 000 cm3,Diesel,85 900 PLN 
2015,159 000 km,1 968 cm3,Diesel,109 900 PLN 
2007,250 000 km,1 986 cm3,Diesel,28 000 PLN 
2018,26 096 km,2 967 cm3,Diesel,229 000 PLN 
2005,260 000 km,5 200 cm3,Benzyna,69 000 PLN 
2006,260 000 km,Diesel,24 900 PLN ,
2019,1 968 cm3,Diesel,200 000 PLN ,
2019,1 968 cm3,Diesel,195 000 PLN ,
2014,126 000 km,3 000 cm3,Diesel,100 900 PLN 
2006,297 000 km,2 698 cm3,Diesel,16 990 PLN 
2009,242 200 km,2 700 cm3,Diesel,44 900 PLN 
2019,1 968 cm3,Diesel,190 000 PLN ,
2019,1 968 cm3,Diesel,185 340 PLN ,
2002,330 000 km,2 500 cm3,Diesel,6 200 PLN 
